month,Date,Open,High,Low,Close,Volume,Adj Close,change,percent change
11,01/11/1994,3081.5,3168.1,3010.1,3081.4,0,3081.4,0.999967548,-0.003245173
11,01/11/1993,3170.7,3176.2,3050.6,3166.9,0,3166.9,0.998801526,-0.119847352
11,02/11/1992,2657.1,2784.1,2649.1,2778.8,0,2778.8,1.045801814,4.580181401
11,01/11/1991,2559,2580.3,2405.6,2420.2,0,2420.2,0.945760063,-5.423993748
11,01/11/1990,2039.9,2191.7,2011.2,2149.4,0,2149.4,1.053679102,5.367910192
11,01/11/1989,2146,2276.8,2141.7,2276.8,0,2276.8,1.060950606,6.095060578
11,01/11/1988,1856.1,1860,1775,1792.4,0,1792.4,0.965680728,-3.431927159
11,02/11/1987,1720.6,1737.1,1515,1579.9,0,1579.9,0.9182262,-8.177379984
11,03/11/1986,1639.2,1667.2,1596.2,1636.6,0,1636.6,0.99841386,-0.158613958
11,01/11/1985,1372.1,1460.7,1371.5,1439.1,0,1439.1,1.04883026,4.883026019
11,01/11/1984,1148.4,1187.3,1147.7,1181.1,0,1181.1,1.028474399,2.847439916
12,01/12/2010,5528.3,6021.5,5528.3,5899.9,667441600,5899.9,1.06721777,6.721777038
12,01/12/2009,5190.7,5445.2,5175.7,5412.9,982503800,5412.9,1.042807328,4.280732849
12,01/12/2008,4288,4456.2,3973.3,4434.2,967711700,4434.2,1.034095149,3.409514925
12,03/12/2007,6432.5,6610.9,6251.8,6456.9,1043486400,6456.9,1.003793237,0.379323747
12,01/12/2006,6048.8,6271.4,5985.2,6220.8,1366647500,6220.8,1.028435392,2.843539214
12,01/12/2005,5423.2,5647.2,5423.2,5618.8,1463333100,5618.8,1.036067267,3.606726656
12,01/12/2004,4703.2,4826.2,4675,4814.3,1362204300,4814.3,1.023622215,2.362221466
12,01/12/2003,4342.6,4491.8,4312.5,4476.9,1439725600,4476.9,1.030926173,3.092617326
12,02/12/2002,4169.4,4218.6,3803.4,3940.4,1201496400,3940.4,0.94507603,-5.492396988
12,03/12/2001,5203.6,5411.2,5032.3,5217.4,0,5217.4,1.00265201,0.265201015
12,01/12/2000,6142.2,6421.5,6083.7,6222.5,0,6222.5,1.013073492,1.307349158
12,01/12/1999,6591.8,6950.6,6575.3,6930.2,0,6930.2,1.051336509,5.1336509
12,01/12/1998,5723.3,5970.1,5377.2,5882.6,0,5882.6,1.027833593,2.783359251
12,01/12/1997,4871.7,5247.6,4859.8,5135.5,0,5135.5,1.054149476,5.414947554
12,02/12/1996,4055.9,4123.2,3882.7,4118.5,0,4118.5,1.015434306,1.543430558
12,01/12/1995,3667.5,3690.6,3558.5,3689.3,0,3689.3,1.005944104,0.594410361
12,01/12/1994,3079.6,3109.7,2938.8,3065.5,0,3065.5,0.995421483,-0.457851669
12,01/12/1993,3197,3480.8,3190.3,3418.4,0,3418.4,1.069252424,6.925242415
12,01/12/1992,2772,2848.9,2704.2,2846.5,0,2846.5,1.026875902,2.687590188
12,02/12/1991,2412.4,2494,2327,2493.1,0,2493.1,1.033452164,3.345216382
12,03/12/1990,2159.7,2192.9,2138,2143.5,0,2143.5,0.992498958,-0.750104181
12,01/12/1989,2297.3,2422.8,2296.2,2422.7,0,2422.7,1.054585818,5.458581813
12,01/12/1988,1785.7,1804.9,1737.9,1793.1,0,1793.1,1.004144033,0.414403315
12,01/12/1987,1591.5,1792.3,1573.8,1712.7,0,1712.7,1.076154571,7.615457116
12,01/12/1986,1637.8,1679.2,1607.8,1679,0,1679,1.025155697,2.515569667,
12,02/12/1985,1439.6,1439.6,1361,1412.6,0,1412.6,0.98124479,-1.875520978,
12,03/12/1984,1187.9,1231.3,1169.9,1231.2,0,1231.2,1.03645088,3.64508797,203.7769675
